,cut_score,decision_change,difficulty_change,fixed_cut_score,fixed_score,item_count,raw_score,test_change_difficulty
87,2.4116955763585866,1,0,12.779295095132488,12,10,4,0
88,4.053866063901416,1,0,12.779295095132488,16,10,4,0
89,3.042751028413556,1,0,12.779295095132488,6,10,4,1
90,3.1545087179588096,0,0,12.779295095132488,26,10,6,1
91,2.7878416661946184,0,0,12.779295095132488,31,10,9,1
92,3.007363528920376,1,0,12.779295095132488,15,10,2,1
93,3.3579411822987577,1,0,12.779295095132488,21,10,3,1
94,3.0567257543763113,0,1,12.779295095132488,8,10,2,0
95,3.1335289601268297,0,0,12.779295095132488,22,10,7,0
96,3.219246388386332,0,0,12.779295095132488,26,10,6,1
97,3.484138051836048,0,1,12.779295095132488,22,10,6,0
98,3.127356360356124,0,0,12.779295095132488,10,10,1,1
99,2.7096473691614062,0,0,12.779295095132488,28,10,7,1
100,2.8790286732841683,0,0,12.779295095132488,32,10,7,1
101,2.6449697412019426,0,0,12.779295095132488,33,10,9,1
102,3.0195274404602475,0,0,12.779295095132488,22,10,6,1
103,3.731865677572319,0,0,12.779295095132488,5,10,1,0
104,3.1885231442624637,0,0,12.779295095132488,26,10,6,0
105,2.326461479208536,1,0,12.779295095132488,15,10,2,1
106,3.4903674472354718,0,0,12.779295095132488,28,10,8,1
107,3.1378591405444007,0,0,12.779295095132488,17,10,4,1
108,2.9815443145696485,0,0,12.779295095132488,22,10,6,1
109,3.5017085734417313,1,0,12.779295095132488,15,10,2,1
110,3.225190251254261,0,0,12.779295095132488,29,10,6,1
111,3.048456012924614,0,0,12.779295095132488,10,10,2,1
112,4.0173865482906805,0,0,12.779295095132488,23,10,6,1
113,2.4415800860666503,0,0,12.779295095132488,18,10,4,1
114,3.0637568617372946,0,1,12.779295095132488,10,10,1,0
115,2.7736819173177567,1,0,12.779295095132488,15,10,2,1
116,2.432362959102363,0,0,12.779295095132488,14,10,4,0
117,2.745027713626938,1,0,12.779295095132488,14,10,2,1
118,2.1594417826176855,0,0,12.779295095132488,32,10,9,1
119,3.085228825037427,0,0,12.779295095132488,12,10,3,1
120,3.3083651747109517,1,0,12.779295095132488,12,10,5,1
121,2.8757781143271006,0,0,12.779295095132488,30,10,9,1
122,2.2667716594899225,0,0,12.779295095132488,21,10,8,1
123,2.267335832826781,0,0,12.779295095132488,8,10,2,1
124,2.8972070284444356,1,0,12.779295095132488,10,10,3,1
125,3.6901007161919956,1,0,12.779295095132488,12,10,5,1
126,2.810448845845894,0,0,12.779295095132488,18,10,3,0
127,2.417516670468768,0,0,12.779295095132488,21,10,9,1
128,2.7091506110887846,0,0,12.779295095132488,14,10,6,1
129,2.604995975786793,0,1,12.779295095132488,22,10,6,0
130,2.7997989090622304,0,1,12.779295095132488,22,10,6,0
131,3.086573579428611,0,0,12.779295095132488,35,10,7,1
132,3.8664435946166145,0,0,12.779295095132488,8,10,1,0
133,2.706024490174603,0,0,12.779295095132488,29,10,8,1
134,2.456301498336355,0,0,12.779295095132488,21,10,4,1
135,3.211601030277352,0,0,12.779295095132488,23,10,6,1
136,2.5221342844924735,0,0,12.779295095132488,15,10,4,1
137,2.890736302189695,0,0,12.779295095132488,30,10,7,1
138,2.56445736478202,0,1,12.779295095132488,19,10,5,0
139,2.6566247263799676,0,0,12.779295095132488,20,10,3,1
140,1.9147323755134193,0,0,12.779295095132488,15,10,4,1
141,2.1740594126452963,0,0,12.779295095132488,9,10,2,1
142,2.3693504513547397,0,0,12.779295095132488,16,10,3,1
143,3.639165969178153,0,0,12.779295095132488,20,10,4,1
144,3.1134608450539303,0,1,12.779295095132488,27,10,10,0
145,2.392129674462573,0,0,12.779295095132488,25,10,6,0
146,3.5433623388062085,0,0,12.779295095132488,21,10,4,1
147,3.70523056310378,0,1,12.779295095132488,16,10,5,0
148,3.4928018615743555,0,0,12.779295095132488,18,10,6,1
149,2.382489983533943,0,1,12.779295095132488,16,10,6,0
150,1.970161756942458,0,0,12.779295095132488,29,10,7,1
151,2.7078291019262695,0,0,12.779295095132488,14,10,4,1
152,3.245269741215299,0,0,12.779295095132488,21,10,5,1
153,3.5756191660762404,1,1,12.779295095132488,12,10,4,0
154,2.9277514272418865,0,0,12.779295095132488,25,10,8,1
155,2.220920129437345,0,1,12.779295095132488,31,10,9,0
156,3.873460594282321,0,0,12.779295095132488,21,10,5,1
157,2.8696984111036756,1,0,12.779295095132488,9,10,3,1
158,3.14832667373999,0,0,12.779295095132488,35,10,8,1
159,3.418762912097916,1,0,12.779295095132488,13,10,2,1
160,2.7912102430507435,0,0,12.779295095132488,19,10,5,1
161,3.3694750880532194,0,0,12.779295095132488,19,10,8,1
162,3.7338413715243166,0,1,12.779295095132488,17,10,7,0
163,2.9568973719298643,0,1,12.779295095132488,13,10,3,0
164,3.253451771509428,1,0,12.779295095132488,25,10,3,1
165,2.720982761369195,0,0,12.779295095132488,20,10,6,1
166,2.267319015922546,0,0,12.779295095132488,19,10,6,1
167,3.8368536722677633,0,0,12.779295095132488,7,10,2,1
168,3.080180377096837,0,0,12.779295095132488,20,10,4,0
169,3.3014114936389376,1,0,12.779295095132488,20,10,3,0
170,3.6002554136988483,0,0,12.779295095132488,31,10,9,1
171,3.187343630928616,0,0,12.779295095132488,34,10,6,1
172,3.6631343102590477,0,0,12.779295095132488,18,10,4,1
173,2.6915619200987493,0,0,12.779295095132488,25,10,6,1
174,3.536280178112603,0,0,12.779295095132488,10,10,1,0
175,2.539556942179302,1,0,12.779295095132488,13,10,1,0
176,3.652028691339411,0,1,12.779295095132488,18,10,5,0
177,2.5377752420451922,0,0,12.779295095132488,25,10,4,0
178,3.2434566274786962,0,0,12.779295095132488,24,10,6,1
179,3.5114971987064454,0,0,12.779295095132488,23,10,7,1
180,2.8637610434977545,0,0,12.779295095132488,18,10,3,1
181,2.6962723941449296,0,1,12.779295095132488,29,10,8,0
182,3.0308189578593954,0,0,12.779295095132488,22,10,4,0
183,2.537182705953039,1,0,12.779295095132488,11,10,5,1
184,3.9856921426749907,0,0,12.779295095132488,5,10,1,1
185,4.331939768942226,0,0,12.779295095132488,26,10,6,0
186,2.838593289191414,0,0,12.779295095132488,16,10,3,1
187,3.3584636139624338,0,0,12.779295095132488,22,10,6,1
188,3.3038456150141586,0,0,12.779295095132488,24,10,7,1
189,2.7197616739571737,0,1,12.779295095132488,22,10,7,0
190,2.308681236197967,0,1,12.779295095132488,20,10,8,0
191,3.1123043777167183,0,1,12.779295095132488,9,10,2,0
192,2.6032120104040666,0,0,12.779295095132488,19,10,3,1
193,2.738199168222389,1,0,12.779295095132488,18,10,2,0
194,3.104827704407192,0,0,12.779295095132488,8,10,1,1
195,2.825173287304557,0,0,12.779295095132488,24,10,7,0
196,3.0302792417412365,0,0,12.779295095132488,28,10,8,1
197,3.5993447088442543,0,1,12.779295095132488,35,10,9,0
198,2.533948886866597,0,0,12.779295095132488,36,10,9,1
199,3.8491461409679015,1,0,12.779295095132488,13,10,1,1
200,2.9805590191478393,0,0,12.779295095132488,37,10,8,0
201,3.459905434620463,0,0,12.779295095132488,17,10,6,1
202,2.960422222167297,0,0,12.779295095132488,24,10,4,0
203,3.1518175984767067,0,0,12.779295095132488,19,10,8,1
204,2.991751159780349,0,0,12.779295095132488,14,10,6,1
205,3.3542187785049156,0,0,12.779295095132488,18,10,5,0
206,4.167173472719135,0,0,12.779295095132488,29,10,6,1
207,3.3800942769161315,0,0,12.779295095132488,33,10,8,0
208,2.8352919585003167,0,0,12.779295095132488,12,10,2,0
209,2.9364435054547253,0,1,12.779295095132488,26,10,7,0
210,3.644030498410488,0,0,12.779295095132488,8,10,1,1
211,2.977922977940944,0,0,12.779295095132488,31,10,9,1
212,2.7703039445134636,0,0,12.779295095132488,7,10,2,1
213,2.747707856226169,0,0,12.779295095132488,27,10,4,0
214,3.7123590170647196,0,1,12.779295095132488,20,10,5,0
215,3.732877467418885,0,0,12.779295095132488,12,10,2,1
216,3.802423424366699,0,0,12.779295095132488,26,10,4,1
217,3.3068278832441917,0,0,12.779295095132488,8,10,3,1
218,2.5828359624415125,0,0,12.779295095132488,11,10,2,0
219,3.4209691051897857,1,0,12.779295095132488,20,10,3,1
220,2.8455622915258965,0,0,12.779295095132488,13,10,3,1
221,3.0838872377162536,0,0,12.779295095132488,31,10,4,1
222,3.5477182197425305,0,0,12.779295095132488,26,10,5,1
223,3.343129455705344,0,0,12.779295095132488,15,10,4,1
224,3.384411141033034,1,0,12.779295095132488,22,10,1,1
225,2.6287408325177717,1,1,12.779295095132488,10,10,5,0
226,3.278217376028813,0,0,12.779295095132488,21,10,7,1
227,3.340450187119093,0,0,12.779295095132488,15,10,5,0
228,2.543971721093508,0,0,12.779295095132488,20,10,4,1
229,2.7492491245698765,0,0,12.779295095132488,29,10,8,1
230,3.28704116365464,0,1,12.779295095132488,20,10,6,0
231,3.3234466932637803,0,0,12.779295095132488,28,10,7,0
232,3.867037162066734,1,0,12.779295095132488,24,10,2,0
233,3.073153035128887,0,0,12.779295095132488,7,10,1,1
234,3.608270892641103,0,1,12.779295095132488,13,10,7,0
235,3.102130355668624,0,0,12.779295095132488,19,10,4,1
236,3.583171749767553,1,0,12.779295095132488,17,10,3,1
237,2.8686367752808772,0,0,12.779295095132488,16,10,3,1
238,3.7835931798319784,0,0,12.779295095132488,26,10,8,1
239,4.207793372471391,0,1,12.779295095132488,25,10,9,0
240,3.0303861841490156,0,0,12.779295095132488,28,10,8,1
241,2.1610566169258485,0,1,12.779295095132488,13,10,4,0
242,3.5354305197686666,1,0,12.779295095132488,15,10,2,1
243,3.477918451145331,0,0,12.779295095132488,29,10,8,1
244,2.447884143542513,0,0,12.779295095132488,28,10,7,1
245,2.368667953622884,1,0,12.779295095132488,18,10,1,1
246,3.5824956518945266,0,0,12.779295095132488,28,10,6,0
247,2.6298401925393335,1,1,12.779295095132488,5,10,3,0
248,2.4781485056046844,0,0,12.779295095132488,26,10,4,0
249,3.198692701549009,0,0,12.779295095132488,32,10,9,0
250,3.1583093755123173,0,1,12.779295095132488,32,10,8,0
251,2.6329887462447576,0,1,12.779295095132488,18,10,5,0
252,4.105886027099359,0,0,12.779295095132488,14,10,5,1
253,3.4235914508076775,0,0,12.779295095132488,33,10,10,1
254,3.6204462759939817,0,0,12.779295095132488,12,10,2,1
255,2.9804562696011403,0,0,12.779295095132488,21,10,6,0
256,3.47702592912642,0,0,12.779295095132488,12,10,1,1
257,2.87582137732557,0,1,12.779295095132488,30,10,9,0
258,2.632258972422936,1,0,12.779295095132488,7,10,3,1
259,2.777853510048028,0,0,12.779295095132488,15,10,3,1
260,2.878840803120817,0,0,12.779295095132488,31,10,8,0
261,3.0770805763520075,0,0,12.779295095132488,20,10,6,1
262,3.052627720642113,0,0,12.779295095132488,31,10,8,1
263,3.5549369560193993,0,0,12.779295095132488,23,10,4,1
264,2.400041635997659,0,0,12.779295095132488,24,10,5,1
265,3.0937809155379545,0,0,12.779295095132488,27,10,7,1
266,3.2578714955013033,0,1,12.779295095132488,25,10,6,0
267,3.108455058098541,1,0,12.779295095132488,20,10,2,1
268,2.71953664553054,0,0,12.779295095132488,15,10,3,0
269,4.200914236555366,0,0,12.779295095132488,23,10,6,1
270,2.5650148389650864,1,1,12.779295095132488,8,10,3,0
271,2.750466144028622,0,0,12.779295095132488,18,10,3,1
272,3.7951889785311295,1,0,12.779295095132488,16,10,3,0
273,2.9117853621187995,0,0,12.779295095132488,33,10,9,1
274,1.7974641724098335,0,0,12.779295095132488,34,10,6,1
275,3.0006273579923253,0,1,12.779295095132488,26,10,7,0
276,3.488878795577086,1,0,12.779295095132488,20,10,2,1
277,3.313112842003014,0,1,12.779295095132488,25,10,5,0
278,3.193175326655003,0,1,12.779295095132488,28,10,8,0
279,2.702862969718714,0,0,12.779295095132488,8,10,1,1
280,3.4250906455219785,1,0,12.779295095132488,17,10,3,1
281,2.884517354226823,0,0,12.779295095132488,31,10,8,1
282,2.6669280814497234,0,0,12.779295095132488,22,10,6,1
283,2.884101282849361,0,0,12.779295095132488,31,10,8,1
284,3.9143884661658337,0,0,12.779295095132488,14,10,4,0
285,2.476870293315248,0,0,12.779295095132488,36,10,10,1
286,3.123037261685825,0,0,12.779295095132488,9,10,2,1
287,2.6654416264126963,0,0,12.779295095132488,18,10,3,1
288,2.985814258137483,1,0,12.779295095132488,12,10,3,1
289,2.981067245221576,0,0,12.779295095132488,17,10,3,0
290,3.0063407945177856,0,0,12.779295095132488,20,10,4,1
291,3.2494172022512324,0,0,12.779295095132488,17,10,6,1
292,3.4731988696954286,0,0,12.779295095132488,24,10,7,1
293,2.6969046568054895,0,1,12.779295095132488,14,10,4,0
294,3.007149551689219,0,0,12.779295095132488,30,10,6,1
295,2.7116051628128095,0,0,12.779295095132488,20,10,5,0
296,2.700674939468175,0,0,12.779295095132488,34,10,9,1
297,1.990809927506838,0,0,12.779295095132488,29,10,6,1
298,2.7786496614969143,0,1,12.779295095132488,31,10,8,0
299,3.099691722473715,1,0,12.779295095132488,19,10,3,1
300,4.036463709286203,0,0,12.779295095132488,25,10,8,1
301,3.478727494098301,1,0,12.779295095132488,22,10,2,0
302,3.3917969321686527,0,0,12.779295095132488,31,10,9,1
303,4.260261443888182,0,1,12.779295095132488,36,10,9,0
304,2.4758020045638327,0,0,12.779295095132488,15,10,3,1
305,3.192015104824142,1,0,12.779295095132488,16,10,3,1
306,3.0294936608034777,1,0,12.779295095132488,15,10,3,1
307,3.3943067351421767,0,0,12.779295095132488,20,10,5,0
308,3.0540907271242683,0,0,12.779295095132488,15,10,4,1
309,2.8249353717343797,0,0,12.779295095132488,17,10,6,1
310,3.7047168960508303,1,0,12.779295095132488,15,10,3,1
311,3.5838087148946447,0,0,12.779295095132488,24,10,7,1
312,2.6412368069638905,0,0,12.779295095132488,22,10,7,0
313,2.9618088897807358,0,0,12.779295095132488,18,10,4,0
314,3.0266676803229715,1,0,12.779295095132488,19,10,1,0
315,3.151713537497137,0,0,12.779295095132488,34,10,8,1
316,2.204487331046292,0,0,12.779295095132488,27,10,6,1
317,3.23035856032895,1,1,12.779295095132488,12,10,7,0
318,2.6478983667685316,0,0,12.779295095132488,9,10,1,1
319,2.0936839846378863,0,0,12.779295095132488,22,10,6,1
320,2.4260916106076444,0,1,12.779295095132488,20,10,3,0
321,2.9533902501224656,0,0,12.779295095132488,15,10,3,0
322,2.852263448121339,0,0,12.779295095132488,11,10,1,0
323,1.7355366903909601,0,0,12.779295095132488,10,10,1,1
324,3.8090372495981724,0,0,12.779295095132488,8,10,0,1
325,3.985820716975105,1,0,12.779295095132488,15,10,3,1
326,2.7275624198891064,0,0,12.779295095132488,35,10,9,1
327,3.695132840902642,1,0,12.779295095132488,22,10,3,0
328,3.543669630974933,0,0,12.779295095132488,12,10,1,1
329,3.0622312714416067,0,1,12.779295095132488,13,10,6,0
330,3.2861547257319,0,0,12.779295095132488,25,10,7,1
331,3.57275011722445,0,1,12.779295095132488,21,10,7,0
332,2.987887274593458,0,0,12.779295095132488,31,10,8,1
333,1.8903545904409516,0,0,12.779295095132488,28,10,6,1
334,2.7588302434105545,1,0,12.779295095132488,24,10,2,1
335,2.965675580671455,1,0,12.779295095132488,16,10,2,1
336,2.738204964676657,1,0,12.779295095132488,16,10,2,1
337,2.9301541068770836,0,0,12.779295095132488,25,10,6,1
338,3.248265792865353,1,0,12.779295095132488,13,10,3,1
339,2.502095896497611,0,0,12.779295095132488,15,10,3,1
340,3.0068595040064725,0,0,12.779295095132488,12,10,3,1
341,3.941895115273597,0,0,12.779295095132488,19,10,6,1
342,2.87534690619228,0,1,12.779295095132488,30,10,9,0
343,3.007490695355414,1,1,12.779295095132488,14,10,1,0
344,3.2212112766784786,1,0,12.779295095132488,15,10,3,0
345,3.929492222337748,0,0,12.779295095132488,23,10,6,1
346,3.908115950037069,0,0,12.779295095132488,16,10,5,1
347,2.835063104447613,1,0,12.779295095132488,9,10,3,1
348,2.5056658472015427,0,0,12.779295095132488,18,10,3,1
349,3.065594156121653,0,0,12.779295095132488,28,10,8,1
350,2.308219786276797,0,1,12.779295095132488,18,10,6,0
351,3.466653882787121,0,0,12.779295095132488,10,10,1,1
352,3.3835927941773125,0,0,12.779295095132488,30,10,8,1
353,3.6011448995627973,0,0,12.779295095132488,33,10,6,1
354,3.4897331374061604,0,0,12.779295095132488,20,10,6,1
355,2.588447469893973,0,0,12.779295095132488,27,10,6,1
356,2.9621865469415716,0,0,12.779295095132488,32,10,8,1
357,3.2689023063135947,1,0,12.779295095132488,13,10,0,1
358,3.0899842775968516,0,0,12.779295095132488,26,10,5,1
359,3.8258281117706443,0,0,12.779295095132488,19,10,7,1
360,3.2659031180128704,0,0,12.779295095132488,22,10,7,1
361,3.6063820844775414,1,0,12.779295095132488,12,10,4,0
362,3.2387553533219786,0,0,12.779295095132488,27,10,6,1
363,3.0178311522531085,0,1,12.779295095132488,21,10,5,0
364,2.6044165900216463,0,0,12.779295095132488,7,10,2,1
365,3.2714113865125785,0,0,12.779295095132488,16,10,4,1
366,3.9202840913027717,0,0,12.779295095132488,17,10,5,1
367,3.5463895401384873,0,1,12.779295095132488,33,10,9,0
368,2.5352179671128137,1,0,12.779295095132488,19,10,2,1
369,3.6658192265007195,0,1,12.779295095132488,20,10,7,0
370,2.6939532515803752,0,0,12.779295095132488,8,10,1,1
371,2.4147621447599272,0,0,12.779295095132488,26,10,7,1
372,2.4622604118008575,0,0,12.779295095132488,29,10,8,1
373,2.9410635445763944,0,0,12.779295095132488,19,10,6,1
374,2.6937605669100013,0,0,12.779295095132488,25,10,7,1
375,3.055238301514139,0,0,12.779295095132488,16,10,4,1
376,3.76152877018908,0,0,12.779295095132488,7,10,2,1
377,2.803822354938431,0,0,12.779295095132488,17,10,7,1
378,3.3120348828128368,1,0,12.779295095132488,16,10,1,0
379,2.754858250740268,0,0,12.779295095132488,19,10,4,1
380,2.530695219936149,1,0,12.779295095132488,13,10,1,0
381,2.2935027200212414,0,0,12.779295095132488,21,10,3,1
382,2.726050181462957,0,0,12.779295095132488,14,10,5,1
383,2.384314391127753,0,0,12.779295095132488,28,10,6,1
384,2.4364817133535714,0,0,12.779295095132488,30,10,6,1
385,2.7525424726122143,0,0,12.779295095132488,3,10,1,1
386,3.46056644118193,1,0,12.779295095132488,19,10,2,1
387,2.9490110795088604,0,1,12.779295095132488,26,10,7,0
388,4.473169490408688,0,0,12.779295095132488,9,10,3,1
389,2.5946611799194375,1,0,12.779295095132488,9,10,4,1
390,2.7385862033337474,0,0,12.779295095132488,9,10,0,0
391,3.1923872863347316,0,0,12.779295095132488,17,10,4,1
392,2.832717519303809,0,0,12.779295095132488,31,10,5,1
393,3.5683409205485717,0,1,12.779295095132488,36,10,9,0
394,3.160741680300741,1,0,12.779295095132488,18,10,2,1
395,4.119073383889808,1,0,12.779295095132488,13,10,1,1
396,3.6336793040665625,0,0,12.779295095132488,28,10,6,1
397,2.3729326135159425,0,0,12.779295095132488,16,10,5,1
398,3.05817211445042,0,0,12.779295095132488,18,10,6,1
399,2.171754603914292,0,0,12.779295095132488,16,10,4,0
400,2.9835905313456763,0,0,12.779295095132488,16,10,6,1
401,2.9202035897577545,0,1,12.779295095132488,16,10,6,0
402,2.39682553453516,0,0,12.779295095132488,26,10,6,1
403,2.2681096536165937,0,0,12.779295095132488,16,10,3,1
404,3.1185551929846103,0,0,12.779295095132488,27,10,6,1
405,3.6756631298543305,0,0,12.779295095132488,17,10,5,1
406,3.348147811535817,0,0,12.779295095132488,28,10,6,1
407,4.030543248524825,1,0,12.779295095132488,17,10,2,1
408,2.2292184988476214,0,0,12.779295095132488,13,10,4,1
409,3.706773951035063,0,0,12.779295095132488,34,10,6,1
410,3.0618097396894575,1,0,12.779295095132488,18,10,2,1
411,2.9856011794752124,1,1,12.779295095132488,11,10,5,0
412,3.0749139013230273,0,1,12.779295095132488,18,10,6,0
413,2.7075487155317974,0,0,12.779295095132488,18,10,5,1
414,2.7605803666642137,0,0,12.779295095132488,28,10,4,0
415,3.27543351328712,0,0,12.779295095132488,27,10,8,1
416,2.2929820921929034,0,0,12.779295095132488,10,10,2,1
417,3.674328458278773,0,1,12.779295095132488,27,10,8,0
418,2.197748372469161,0,0,12.779295095132488,19,10,7,1
419,3.352030492182786,0,0,12.779295095132488,26,10,7,1
420,3.863763377508091,0,0,12.779295095132488,12,10,0,1
421,2.1075906293038202,0,1,12.779295095132488,20,10,7,0
422,2.752761344577081,0,0,12.779295095132488,23,10,4,1
423,3.187207783263685,0,0,12.779295095132488,31,10,6,1
424,3.4342535729463113,0,0,12.779295095132488,11,10,1,1
425,3.2035899386046527,1,0,12.779295095132488,13,10,3,1
426,2.7194418291110076,0,0,12.779295095132488,25,10,7,0
427,2.9232083056797578,0,0,12.779295095132488,31,10,8,1
428,3.4603989288682073,0,0,12.779295095132488,2,10,1,1
429,2.9743522759125605,0,1,12.779295095132488,27,10,7,0
430,2.598497882436122,0,0,12.779295095132488,24,10,3,1
431,2.5418018245934375,0,0,12.779295095132488,33,10,8,0
432,2.898329138176636,1,0,12.779295095132488,10,10,5,1
433,3.3873296513438507,0,0,12.779295095132488,20,10,7,1
434,3.9584851664302843,0,0,12.779295095132488,19,10,5,1
435,3.345413245605186,1,0,12.779295095132488,21,10,3,1
436,3.3416328478561783,1,0,12.779295095132488,17,10,3,1
437,3.0837369603579514,0,0,12.779295095132488,21,10,6,1
438,2.884022417655235,0,0,12.779295095132488,30,10,5,1
439,3.6279837351433772,0,0,12.779295095132488,18,10,6,1
440,3.530885189026463,0,0,12.779295095132488,33,10,8,0
441,3.0406054088865204,0,0,12.779295095132488,28,10,8,1
442,2.1691005579853075,0,0,12.779295095132488,16,10,6,1
443,2.5789057712295276,1,0,12.779295095132488,11,10,3,1
444,3.1466670039588838,0,0,12.779295095132488,16,10,4,1
445,2.9569874536579777,0,0,12.779295095132488,18,10,4,1
446,2.32414944189947,0,0,12.779295095132488,24,10,8,1
447,3.5186542880397385,0,0,12.779295095132488,29,10,8,1
448,2.3293132099340887,1,0,12.779295095132488,18,10,2,0
449,3.5423064258260912,1,0,12.779295095132488,19,10,2,1
450,3.207840950048964,0,0,12.779295095132488,23,10,4,1
451,3.8028459864778146,0,0,12.779295095132488,14,10,4,1
452,3.300895665649004,0,0,12.779295095132488,9,10,2,1
453,3.4136943520045424,1,0,12.779295095132488,14,10,2,0
454,3.3725282687860276,0,1,12.779295095132488,21,10,8,0
